Strain	Admin Division	Originating Lab	Submitting Lab	gisaid_epi_isl	url	Country	Region	Host	Submission Date	Location	Clade	Collection Data	Author	Exposure History	genbank_accession
Hangzhou/ZJU-04/2020	Zhejiang	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003	State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003	EPI_ISL_416046		China	Asia	Human	1-2 days ago	Hangzhou		2020-01-24	Yao et al		
China/Shanghai/SH0054	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416362		China	Asia	Human	1-2 days ago			2020-02-02	Wang et al		
Guangdong/DG-S2-P0054/2020	Guangdong	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	EPI_ISL_413894		China	Asia	Human	One week ago			2020-02-28	Lu et al		
France/IDF0626/2020	Ile de France	Sorbonne Universite, Inserm et Assistance Publique-Hopitaux de Paris (Pitie Salpetriere)	National Reference Center for Viruses of Respiratory Infections, Institut Pasteur, Paris	EPI_ISL_408431		France	Europe	Human	Older	Paris		2020-01-29	Albert et al		
Germany/NRW-09/2020	North Rhine Westphalia	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	EPI_ISL_414509		Germany	Europe	Human	One week ago	Heinsberg District		2020-02-28	Adams et al		
Netherlands/NA_6/2020	Netherlands	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_415495		Netherlands	Europe	Human	3-7 days ago			2020-03-10	Nieuwenhuijse et al		
Netherlands/ZuidHolland_27/2020	South Holland	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_415531		Netherlands	Europe	Human	3-7 days ago			2020-03-09	Nieuwenhuijse et al		
Germany/NRW-10/2020	North Rhine Westphalia	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	EPI_ISL_414574		Germany	Europe	Human	One week ago	Heinsberg District		2020-02-28	Adams et al		
Germany/NRW-04/2020	North Rhine Westphalia	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	EPI_ISL_414499		Germany	Europe	Human	One week ago	Heinsberg District		2020-02-26	Adams et al		
Germany/NRW-07/2020	North Rhine Westphalia	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	EPI_ISL_414506		Germany	Europe	Human	One week ago	Heinsberg District		2020-02-27	Adams et al		
Germany/NRW-08/2020	North Rhine Westphalia	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	EPI_ISL_414508		Germany	Europe	Human	One week ago	Heinsberg District		2020-02-27	Adams et al		
Germany/NRW-01/2020	North Rhine Westphalia	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	EPI_ISL_413488		Germany	Europe	Human	One month ago	Heinsberg District		2020-02-28	Adams et al		
Netherlands/Limburg_4/2020	Limburg	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414426		Netherlands	Europe	Human	One week ago			2020-03-03	Nieuwenhuijse et al		
Germany/NRW-02-1/2020	North Rhine Westphalia	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	EPI_ISL_414497		Germany	Europe	Human	One week ago	Heinsberg District		2020-02-25	Adams et al		
Wales/PHW37/2020	Wales	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	EPI_ISL_415657		United Kingdom	Europe	Human	3-7 days ago			2020-03-12	Moore et al		
Wales/PHW32/2020	Wales	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	EPI_ISL_415920		United Kingdom	Europe	Human	3-7 days ago			2020-03-12	Moore et al		
Wales/PHW29/2020	Wales	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	EPI_ISL_415919		United Kingdom	Europe	Human	3-7 days ago			2020-03-11	Moore et al		
Germany/NRW-06/2020	North Rhine Westphalia	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	EPI_ISL_414505		Germany	Europe	Human	One week ago	Heinsberg District		2020-02-27	Adams et al		
Brazil/SPBR-11/2020	Sao Paulo	Hospital Israelita Albert Einstein	Instituto Adolfo Lutz, Interdiciplinary Procedures Center, Strategic Laboratory	EPI_ISL_416033		Brazil	South America	Human	1-2 days ago	Sao Paulo		2020-03-03	Claudio Tavares Sacchi et al	UK	
Germany/NRW-03/2020	North Rhine Westphalia	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	EPI_ISL_414498		Germany	Europe	Human	One week ago	Heinsberg District		2020-02-26	Adams et al		
Germany/NRW-05/2020	North Rhine Westphalia	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	Center of Medical Microbiology, Virology, and Hospital Hygiene, University of Duesseldorf	EPI_ISL_414504		Germany	Europe	Human	One week ago	Heinsberg District		2020-02-26	Adams et al		
Hangzhou/HZ-1/2020	Zhejiang	Hangzhou Center for Disease and Control Microbiology Lab	Hangzhou Center for Disease and Control Microbiology Lab	EPI_ISL_406970		China	Asia	Human	Older	Hangzhou		2020-01-20	Hua et al	Hubei	MT039873
USA/IL1/2020	Illinois	IL Department of Public Health Chicago Laboratory	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	EPI_ISL_404253		USA	North America	Human	Older	Chicago		2020-01-21	Tao et al	Hubei	MN988713
China/Shanghai/SH0121	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416405		China	Asia	Human	1-2 days ago			2020-02-02	Wang et al		
China/Shanghai/SH0028	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416337		China	Asia	Human	1-2 days ago			2020-02-04	Wang et al		
France/RA739/2020	Auvergne Rhone Alpes	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires - France SUD	EPI_ISL_410486		France	Europe	Human	Older	Contamines		2020-02-08	Bal et al		
China/Shanghai/SH0073	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416376		China	Asia	Human	1-2 days ago			2020-02-05	Wang et al		
England/200641094/2020	England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	EPI_ISL_414040		United Kingdom	Europe	Human	One week ago			2020-02-05	Galiano et al		
China/Shanghai/SH0119	Shanghai	Shanghai Public Health Clinical Center, Shanghai Medical College, Fudan University	National Research Center for Translational Medicine (Shanghai), Ruijin Hospital affiliated to Shanghai Jiao Tong University School of Medicine & Shanghai Public Health Clinical Center	EPI_ISL_416404		China	Asia	Human	1-2 days ago			2020-02-09	Wang et al		
Guangdong/GDSZ202008-P0020/2020	Guangdong	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	EPI_ISL_413866		China	Asia	Human	One week ago			2020-02-05	Lu et al		
England/200690300/2020	England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	EPI_ISL_414042		United Kingdom	Europe	Human	One week ago			2020-02-08	Galiano et al		
Australia/NSW08/2020	New South Wales	Centre for Infectious Diseases and Microbiology Laboratory Services	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	EPI_ISL_413594		Australia	Oceania	Human	One week ago	Sydney		2020-02-28	Rockett et al		
Australia/NSW10/2020	New South Wales	Centre for Infectious Diseases and Microbiology - Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	EPI_ISL_413596		Australia	Oceania	Human	One week ago	Sydney		2020-02-28	Rockett et al		
Scotland/CVR06/2020	Scotland	West of Scotland Specialist Virology Centre, NHSGGC	MRC-University of Glasgow Centre for Virus Research	EPI_ISL_415628		United Kingdom	Europe	Human	3-7 days ago			2020-03-07	Smollett et al		
Wales/PHW28/2020	Wales	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	EPI_ISL_415659		United Kingdom	Europe	Human	3-7 days ago			2020-03-12	Moore et al		
Wales/PHW26/2020	Wales	Wales Specialist Virology Centre	Public Health Wales Microbiology Cardiff	EPI_ISL_415918		United Kingdom	Europe	Human	3-7 days ago			2020-03-11	Moore et al		
Guangdong/2020XN4433-P0040/2020	Guangdong	Guangdong Provincial Institution of Public Health, Guangdong Provinical Center for Disease Control and Prevention	Guangdong Provincial Institution of Public Health	EPI_ISL_413852		China	Asia	Human	One week ago			2020-01-30	Lu et al		
SouthKorea/KCDC12/2020	Gyeonggi	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	Division of Viral Diseases, Center for Laboratory Control of Infectious Diseases, Korea Centers for Diseases Control and Prevention	EPI_ISL_412872		South Korea	Asia	Human	One month ago	Gyeonggi		2020-02-01	Kim et al		
England/20102000906/2020	England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	EPI_ISL_415148		United Kingdom	Europe	Human	3-7 days ago			2020-03-03	Galiano et al		
Canada/BC_40860/2020	British Columbia	BCCDC Public Health Laboratory	BCCDC Public Health Laboratory	EPI_ISL_415583		Canada	North America	Human	3-7 days ago			2020-03-03	Harrigan et al	Iran	
USA/CT-Yale-001/2020	Connecticut	Connecticut State Department of Public Health	Grubaugh Lab - Yale School of Public Health	EPI_ISL_416416		USA	North America	Human	1-2 days ago			2020-03-06	Fauver et al		
Guangzhou/GZMU0031/2020	Guangdong	State Key Laboratory of Respiratory Disease, National Clinical Research Center for Respiratory Disease, Guangzhou Institute of Respiratory Health, the First Affiliated Hospital of Guangzhou Medical University	the First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen	EPI_ISL_414687		China	Asia	Human	3-7 days ago	Guangzhou		2020-02-25	Zhao et al et al		
USA/CA-CDPH-UC2/2020	California	California Department of Public Health	Chiu Laboratory, UCSF-Abbott Viral Diagnostics and Discovery Center, University of California, San Francisco	EPI_ISL_413558		USA	North America	Human	One month ago	Solano County	A7	2020-02-27	Deng et al		
USA/CA-CDPH-UC3/2020	California	California Department of Public Health	Chiu Laboratory, UCSF-Abbott Viral Diagnostics and Discovery Center, University of California, San Francisco	EPI_ISL_413559		USA	North America	Human	One month ago	Solano County	A7	2020-02-27	Deng et al		
USA/CA-CDPH-UC4/2020	California	California Department of Public Health	Chiu Laboratory, UCSF-Abbott Viral Diagnostics and Discovery Center, University of California, San Francisco	EPI_ISL_413561		USA	North America	Human	One month ago	Solano County	A7	2020-02-27	Deng et al		
USA/CA9/2020	California	California Department of Public Health	Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention	EPI_ISL_412862		USA	North America	Human	One month ago	Solano County	A7	2020-02-23	Queen et al		MT118835
Netherlands/Limburg_6/2020	Limburg	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414427		Netherlands	Europe	Human	One week ago		A6	2020-03-03	Nieuwenhuijse et al		
Netherlands/Utrecht_19/2020	Utrecht	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_415528		Netherlands	Europe	Human	3-7 days ago		A6	2020-03-12	Nieuwenhuijse et al		
Netherlands/NoordBrabant_28/2020	North Brabant	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414537		Netherlands	Europe	Human	One week ago		A6	2020-03-08	Nieuwenhuijse et al		
Netherlands/NoordBrabant_30/2020	North Brabant	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414539		Netherlands	Europe	Human	One week ago		A6	2020-03-08	Nieuwenhuijse et al		
Netherlands/Oss_1363500/2020	North Brabant	RIVM	Erasmus Medical Center	EPI_ISL_413581		Netherlands	Europe	Human	One month ago	Oss	A6	2020-02-29	Nieuwenhuijse et al		
Netherlands/Nieuwendijk_1363582/2020	North Brabant	ErasmusMC	Erasmus Medical Center	EPI_ISL_413578		Netherlands	Europe	Human	One month ago	Nieuwendijk	A6	2020-03-01	Nieuwenhuijse et al		
Netherlands/NoordBrabant_10/2020	North Brabant	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414431		Netherlands	Europe	Human	One week ago		A6	2020-03-02	Nieuwenhuijse et al		
Netherlands/NoordBrabant_12/2020	North Brabant	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414452		Netherlands	Europe	Human	One week ago		A6	2020-03-06	Nieuwenhuijse et al		
Netherlands/NoordBrabant_54/2020	North Brabant	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_415510		Netherlands	Europe	Human	3-7 days ago		A6	2020-03-09	Nieuwenhuijse et al		
Netherlands/NoordBrabant_11/2020	North Brabant	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414432		Netherlands	Europe	Human	One week ago		A6	2020-03-02	Nieuwenhuijse et al		
Netherlands/Hardinxveld_Giessendam_1364806/2020	South Holland	Dienst Gezondheid & Jeugd Zuid-Holland Zuid	Erasmus Medical Center	EPI_ISL_413573		Netherlands	Europe	Human	One month ago	Hardinxveld Giessendam	A6	2020-03-02	Nieuwenhuijse et al		
Netherlands/Rotterdam_1364040/2020	South Holland	MHC Rotterdam-Rijnmond	Erasmus Medical Center	EPI_ISL_413583		Netherlands	Europe	Human	One month ago	Rotterdam	A6	2020-03-02	Nieuwenhuijse et al		
Scotland/CVR02/2020	Scotland	West of Scotland Specialist Virology Centre, NHSGGC	MRC-University of Glasgow Centre for Virus Research	EPI_ISL_414024		United Kingdom	Europe	Human	One week ago		A6	2020-03-02	Thomson et al		
Netherlands/NoordBrabant_48/2020	North Brabant	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_415505		Netherlands	Europe	Human	3-7 days ago		A6	2020-03-11	Nieuwenhuijse et al		
Netherlands/NA_22/2020	Netherlands	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_415479		Netherlands	Europe	Human	3-7 days ago		A6	2020-03-08	Nieuwenhuijse et al		
Netherlands/NoordBrabant_29/2020	North Brabant	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_414538		Netherlands	Europe	Human	One week ago		A6	2020-03-08	Nieuwenhuijse et al		
Netherlands/NA_32/2020	Netherlands	Dutch COVID-19 response team	Erasmus Medical Center	EPI_ISL_415489		Netherlands	Europe	Human	3-7 days ago		A6	2020-03-13	Nieuwenhuijse et al		
